piece_id,piece_name,part_id,instrument,notes_path,score_path,split,rhythmic_precision,perf_midi_paths,score_parts,alignment_path
39,Jerusalem,1,vn,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Notes_1_vn_39_Jerusalem.txt,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Sco_39_Jerusalem_vn_vn_va_sax_db.xml,test,n,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Notes_1_vn_39_Jerusalem.midi,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Sco_39_Jerusalem_1.xml,alignments/alignment_39_Jerusalem_1.json
39,Jerusalem,2,vn,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Notes_2_vn_39_Jerusalem.txt,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Sco_39_Jerusalem_vn_vn_va_sax_db.xml,test,n,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Notes_2_vn_39_Jerusalem.midi,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Sco_39_Jerusalem_2.xml,alignments/alignment_39_Jerusalem_2.json
39,Jerusalem,3,va,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Notes_3_va_39_Jerusalem.txt,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Sco_39_Jerusalem_vn_vn_va_sax_db.xml,test,n,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Notes_3_va_39_Jerusalem.midi,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Sco_39_Jerusalem_3.xml,alignments/alignment_39_Jerusalem_3.json
39,Jerusalem,4,sax,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Notes_4_sax_39_Jerusalem.txt,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Sco_39_Jerusalem_vn_vn_va_sax_db.xml,test,n,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Notes_4_sax_39_Jerusalem.midi,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Sco_39_Jerusalem_4.xml,alignments/alignment_39_Jerusalem_4.json
39,Jerusalem,5,db,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Notes_5_db_39_Jerusalem.txt,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Sco_39_Jerusalem_vn_vn_va_sax_db.xml,test,n,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Notes_5_db_39_Jerusalem.midi,data/aligned/URMP/test/39_Jerusalem_vn_vn_va_sax_db/Sco_39_Jerusalem_5.xml,alignments/alignment_39_Jerusalem_5.json
40,Miserere,1,fl,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Notes_1_fl_40_Miserere.txt,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Sco_40_Miserere_fl_fl_ob_cl_bn.xml,test,n,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Notes_1_fl_40_Miserere.midi,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Sco_40_Miserere_1.xml,alignments/alignment_40_Miserere_1.json
40,Miserere,2,fl,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Notes_2_fl_40_Miserere.txt,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Sco_40_Miserere_fl_fl_ob_cl_bn.xml,test,y,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Notes_2_fl_40_Miserere.midi,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Sco_40_Miserere_2.xml,alignments/alignment_40_Miserere_2.json
40,Miserere,3,ob,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Notes_3_ob_40_Miserere.txt,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Sco_40_Miserere_fl_fl_ob_cl_bn.xml,test,n,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Notes_3_ob_40_Miserere.midi,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Sco_40_Miserere_3.xml,alignments/alignment_40_Miserere_3.json
40,Miserere,4,cl,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Notes_4_cl_40_Miserere.txt,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Sco_40_Miserere_fl_fl_ob_cl_bn.xml,test,n,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Notes_4_cl_40_Miserere.midi,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Sco_40_Miserere_4.xml,alignments/alignment_40_Miserere_4.json
40,Miserere,5,bn,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Notes_5_bn_40_Miserere.txt,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Sco_40_Miserere_fl_fl_ob_cl_bn.xml,test,y,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Notes_5_bn_40_Miserere.midi,data/aligned/URMP/test/40_Miserere_fl_fl_ob_cl_bn/Sco_40_Miserere_5.xml,alignments/alignment_40_Miserere_5.json
41,Miserere,1,fl,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Notes_1_fl_41_Miserere.txt,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Sco_41_Miserere_fl_fl_ob_sax_bn.xml,test,n,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Notes_1_fl_41_Miserere.midi,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Sco_41_Miserere_1.xml,alignments/alignment_41_Miserere_1.json
41,Miserere,2,fl,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Notes_2_fl_41_Miserere.txt,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Sco_41_Miserere_fl_fl_ob_sax_bn.xml,test,y,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Notes_2_fl_41_Miserere.midi,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Sco_41_Miserere_2.xml,alignments/alignment_41_Miserere_2.json
41,Miserere,3,ob,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Notes_3_ob_41_Miserere.txt,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Sco_41_Miserere_fl_fl_ob_sax_bn.xml,test,n,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Notes_3_ob_41_Miserere.midi,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Sco_41_Miserere_3.xml,alignments/alignment_41_Miserere_3.json
41,Miserere,4,sax,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Notes_4_sax_41_Miserere.txt,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Sco_41_Miserere_fl_fl_ob_sax_bn.xml,test,n,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Notes_4_sax_41_Miserere.midi,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Sco_41_Miserere_4.xml,alignments/alignment_41_Miserere_4.json
41,Miserere,5,bn,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Notes_5_bn_41_Miserere.txt,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Sco_41_Miserere_fl_fl_ob_sax_bn.xml,test,y,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Notes_5_bn_41_Miserere.midi,data/aligned/URMP/test/41_Miserere_fl_fl_ob_sax_bn/Sco_41_Miserere_5.xml,alignments/alignment_41_Miserere_5.json
42,Arioso,1,tpt,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Notes_1_tpt_42_Arioso.txt,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Sco_42_Arioso_tpt_tpt_hn_tbn_tba.xml,test,n,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Notes_1_tpt_42_Arioso.midi,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Sco_42_Arioso_1.xml,alignments/alignment_42_Arioso_1.json
42,Arioso,2,tpt,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Notes_2_tpt_42_Arioso.txt,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Sco_42_Arioso_tpt_tpt_hn_tbn_tba.xml,test,n,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Notes_2_tpt_42_Arioso.midi,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Sco_42_Arioso_2.xml,alignments/alignment_42_Arioso_2.json
42,Arioso,3,hn,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Notes_3_hn_42_Arioso.txt,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Sco_42_Arioso_tpt_tpt_hn_tbn_tba.xml,test,y,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Notes_3_hn_42_Arioso.midi,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Sco_42_Arioso_3.xml,alignments/alignment_42_Arioso_3.json
42,Arioso,4,tbn,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Notes_4_tbn_42_Arioso.txt,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Sco_42_Arioso_tpt_tpt_hn_tbn_tba.xml,test,n,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Notes_4_tbn_42_Arioso.midi,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Sco_42_Arioso_4.xml,alignments/alignment_42_Arioso_4.json
42,Arioso,5,tba,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Notes_5_tba_42_Arioso.txt,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Sco_42_Arioso_tpt_tpt_hn_tbn_tba.xml,test,y,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Notes_5_tba_42_Arioso.midi,data/aligned/URMP/test/42_Arioso_tpt_tpt_hn_tbn_tba/Sco_42_Arioso_5.xml,alignments/alignment_42_Arioso_5.json
43,Chorale,1,tpt,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Notes_1_tpt_43_Chorale.txt,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Sco_43_Chorale_tpt_tpt_hn_tbn_tba.xml,val,n,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Notes_1_tpt_43_Chorale.midi,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Sco_43_Chorale_1.xml,alignments/alignment_43_Chorale_1.json
43,Chorale,2,tpt,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Notes_2_tpt_43_Chorale.txt,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Sco_43_Chorale_tpt_tpt_hn_tbn_tba.xml,val,n,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Notes_2_tpt_43_Chorale.midi,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Sco_43_Chorale_2.xml,alignments/alignment_43_Chorale_2.json
43,Chorale,3,hn,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Notes_3_hn_43_Chorale.txt,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Sco_43_Chorale_tpt_tpt_hn_tbn_tba.xml,val,n,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Notes_3_hn_43_Chorale.midi,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Sco_43_Chorale_3.xml,alignments/alignment_43_Chorale_3.json
43,Chorale,4,tbn,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Notes_4_tbn_43_Chorale.txt,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Sco_43_Chorale_tpt_tpt_hn_tbn_tba.xml,val,y,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Notes_4_tbn_43_Chorale.midi,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Sco_43_Chorale_4.xml,alignments/alignment_43_Chorale_4.json
43,Chorale,5,tba,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Notes_5_tba_43_Chorale.txt,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Sco_43_Chorale_tpt_tpt_hn_tbn_tba.xml,val,y,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Notes_5_tba_43_Chorale.midi,data/aligned/URMP/val/43_Chorale_tpt_tpt_hn_tbn_tba/Sco_43_Chorale_5.xml,alignments/alignment_43_Chorale_5.json
44,K515,1,vn,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Notes_1_vn_44_K515.txt,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Sco_44_K515_vn_vn_va_va_vc.xml,test,y,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Notes_1_vn_44_K515.midi,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Sco_44_K515_1.xml,alignments/alignment_44_K515_1.json
44,K515,2,vn,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Notes_2_vn_44_K515.txt,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Sco_44_K515_vn_vn_va_va_vc.xml,test,n,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Notes_2_vn_44_K515.midi,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Sco_44_K515_2.xml,alignments/alignment_44_K515_2.json
44,K515,3,va,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Notes_3_va_44_K515.txt,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Sco_44_K515_vn_vn_va_va_vc.xml,test,y,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Notes_3_va_44_K515.midi,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Sco_44_K515_3.xml,alignments/alignment_44_K515_3.json
44,K515,4,va,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Notes_4_va_44_K515.txt,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Sco_44_K515_vn_vn_va_va_vc.xml,test,y,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Notes_4_va_44_K515.midi,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Sco_44_K515_4.xml,alignments/alignment_44_K515_4.json
44,K515,5,vc,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Notes_5_vc_44_K515.txt,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Sco_44_K515_vn_vn_va_va_vc.xml,test,y,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Notes_5_vc_44_K515.midi,data/aligned/URMP/test/44_K515_vn_vn_va_va_vc/Sco_44_K515_5.xml,alignments/alignment_44_K515_5.json
